,p_val,avg_diff,pct.1,pct.2,p_val_adj,p_val_adj_BH
FOSL2,1.50638812607562e-08,-1.25294629013107,0.233,0.424,9.53543683805865e-06,2.50184682252097e-06
FOS,1.93287793145731e-08,-1.24976099449904,0.236,0.494,1.22351173061248e-05,2.50184682252097e-06
FOSL2::JUND,3.08024222926106e-08,-1.13456089428919,0.236,0.435,1.94979333112225e-05,2.50184682252097e-06
FOS::JUND,4.12218347730597e-08,-1.18209142799816,0.247,0.447,2.60934214113468e-05,2.50184682252097e-06
FOSL1::JUNB,4.87739814806889e-08,-1.14365052338177,0.233,0.459,3.08739302772761e-05,2.50184682252097e-06
JUN(var.2),5.25068741558274e-08,-1.1435448014623,0.24,0.447,3.32368513406387e-05,2.50184682252097e-06
FOSB::JUNB,5.72761440458485e-08,-1.12170676212601,0.251,0.459,3.62557991810221e-05,2.50184682252097e-06
FOSL2::JUN,5.96164567055956e-08,-1.16683179377728,0.233,0.459,3.7737217094642e-05,2.50184682252097e-06
FOSL2::JUNB,5.96164567055956e-08,-1.11817583166874,0.233,0.482,3.7737217094642e-05,2.50184682252097e-06
FOSL1::JUN,6.41499185261787e-08,-1.17343702591454,0.236,0.447,4.06068984270711e-05,2.50184682252097e-06
BATF3,1.23945573385602e-07,-0.901337331343495,0.225,0.424,7.84575479530862e-05,4.08106900551041e-06
BATF,1.25571354015705e-07,-0.969828799410536,0.24,0.376,7.94866670919412e-05,4.08106900551041e-06
FOS::JUNB,1.43936594837953e-07,-1.10305953042321,0.24,0.482,9.11118645324242e-05,4.31809784513859e-06
FOS::JUN,1.7362037168131e-07,-1.10012504433096,0.236,0.459,0.000109901695274269,4.8365674968365e-06
BATF::JUN,2.00004052560818e-07,-0.974261519349996,0.24,0.388,0.000126602565270998,5.20010536658128e-06
BACH1,2.85837621689106e-07,-0.822735073336447,0.233,0.447,0.000180935214529204,6.96729202867195e-06
NFE2,3.86858635343546e-07,-0.950482263346497,0.233,0.459,0.000244881516172464,8.87499222258722e-06
JDP2,5.48465938253481e-07,-0.940598149617641,0.273,0.459,0.000347178938914453,1.18294472324986e-05
FOSL1::JUND,5.76306403634548e-07,-1.01194220971615,0.244,0.471,0.000364801953500669,1.18294472324986e-05
JUNB,6.56022870676251e-07,-0.913963551416821,0.244,0.412,0.000415262477138067,1.27924459781869e-05
JUN::JUNB,8.4851590922537e-07,-0.88530539599924,0.284,0.482,0.000537110570539659,1.57581525998997e-05
FOSL1,8.90891048265646e-07,-1.01859111865121,0.244,0.424,0.000563934033552154,1.5793068582891e-05
JUND,9.40998908843858e-07,-0.945422360636238,0.265,0.435,0.000595652309298162,1.59560684543089e-05
MAFK,1.10146497849911e-06,-0.663816820906637,0.287,0.588,0.000697227331389939,1.78988059006106e-05
BACH2,2.3043747567015e-06,-0.994179201169681,0.255,0.482,0.00145866922099205,3.59482462045434e-05
CTCF,1.50735627189208e-05,0.763837971299265,0.669,0.471,0.00954156520107685,0.000226103440783812
ZBTB14,9.31218903753126e-05,0.474391091079139,0.545,0.306,0.0589461566075729,0.00134509397208785
GRHL2,0.00018511279493633,0.410454442407858,0.535,0.318,0.117176399194697,0.00257835678661317
TCFL5,0.000235352136816709,0.452316798685096,0.545,0.329,0.148977902604977,0.00316508046063849
E2F6,0.000386839432916631,0.353782021902175,0.578,0.365,0.244869361036227,0.0050289126279162
ZIC4,0.00042149615886125,0.419336869397428,0.531,0.365,0.266807068559171,0.00530269361148024
ZIC5,0.000741908956582117,0.379760986188135,0.535,0.376,0.46962836951648,0.00904201540834455
NRF1,0.000947626259181997,0.44613364088228,0.556,0.435,0.599847422062204,0.0109627098081074
CEBPA,0.000955723419168341,0.773097773973168,0.636,0.518,0.60497292433356,0.0109627098081074
ZNF148,0.00100141497604472,0.234007769128696,0.582,0.341,0.633895679836305,0.011158624018784
HOXC8,0.00113650695149452,0.383297900434649,0.567,0.376,0.719408900296032,0.0123121586411906
NFE2L1,0.00149502158862925,-0.432882583756379,0.284,0.365,0.946348665602317,0.0154702572370862
CTCFL,0.00150735839745968,0.381074025950011,0.567,0.4,0.954157865591979,0.0154702572370862
LMX1A,0.00224906833044148,0.382669140368263,0.549,0.353,1,0.0224370088119041
ZKSCAN5,0.00233088893445395,-0.477826385818384,0.353,0.482,1,0.0224370088119041
ZIC3,0.0023587624648412,0.337242809264109,0.578,0.388,1,0.0224370088119041
TEF,0.00257267809271236,0.552407041471103,0.611,0.494,1,0.0238891537180433
TFAP2C(var.3),0.00326187727161494,0.344044568531689,0.52,0.365,1,0.0295844682774378
SOX21,0.00352209251466475,0.387623614855196,0.538,0.365,1,0.0312185472890739
DBP,0.00507250042095208,0.506096295155306,0.549,0.471,1,0.043961670314918
FOXN3,0.0057265665549661,0.337423499335359,0.516,0.388,1,0.04855132513993
TFAP2A(var.3),0.00640928738700649,0.310634889454236,0.498,0.388,1,0.0531834485304794
GATA3,0.00662077277287366,-0.450168475986101,0.258,0.365,1,0.0535321658214457
ZIC1,0.0068140050111954,0.295130985722045,0.553,0.412,1,0.0535321658214457
CREB1,0.00686309818223663,-0.312674625318054,0.378,0.541,1,0.0535321658214457
HLF,0.00742447557313476,0.551626571157583,0.625,0.459,1,0.0567754014416187
TFAP2B(var.2),0.00852162088046725,0.224123610213733,0.549,0.376,1,0.0639121566035044
TFAP2E,0.00894950607123343,0.255567191071632,0.538,0.365,1,0.0655433526961447
GATA2,0.00907523345023541,-0.475983866669922,0.258,0.341,1,0.0655433526961447
TFDP1,0.00929905528504359,0.314444160678084,0.535,0.388,1,0.0659387556575818
MYBL1,0.00989737496020487,0.334355833706177,0.556,0.435,1,0.0684122673630199
ATF4,0.0100003629707301,0.477386050338628,0.618,0.482,1,0.0684122673630199
MEF2B,0.0101741320693722,-0.364940330682112,0.436,0.529,1,0.0684122673630199
OLIG2,0.0104577581184798,0.303954397669298,0.553,0.424,1,0.0691275536645272
BHLHE23,0.011863075103651,0.360250056300591,0.553,0.435,1,0.0754938605532761
ETV5,0.011863075103651,-0.381757483441076,0.429,0.553,1,0.0754938605532761
EBF1,0.012065294993592,-0.287086545655006,0.476,0.588,1,0.0754938605532761
CEBPB,0.0122292646617436,0.52954425470628,0.662,0.529,1,0.0754938605532761
KLF15,0.0124789216959782,0.30548373572818,0.524,0.4,1,0.0754938605532761
FOXA1,0.0127330815755808,0.311011251472762,0.567,0.435,1,0.0754938605532761
NFIL3,0.0127758840936313,0.486432873239382,0.625,0.541,1,0.0754938605532761
ZFP57,0.013523261719713,0.30477893791852,0.524,0.365,1,0.0787174935923594
MAF::NFE2,0.0145476500945104,-0.344845922186017,0.324,0.353,1,0.083435052012633
ELK3,0.0151347579264465,-0.285046816039327,0.433,0.553,1,0.0851579279010087
TEAD1,0.0152847562899246,0.261668586087255,0.578,0.424,1,0.0851579279010087
STAT1::STAT2,0.0158979171152563,-0.423554661785802,0.295,0.424,1,0.086051401589368
