,p_val,avg_diff,pct.1,pct.2,p_val_adj,p_val_adj_BH
HES2,0.0191497856560505,-0.244329344331574,0.37,0.518,1,0.455513505660112
RXRG,0.0192327679027867,0.246912850092315,0.61,0.482,1,0.455513505660112
CREB3L4,0.0217798912171042,-0.268043709706115,0.35,0.471,1,0.455513505660112
POU5F1,0.0231112942145669,0.235454764866186,0.53,0.406,1,0.455513505660112
PAX3(var.2),0.0236036368978076,0.273672007136479,0.44,0.376,1,0.455513505660112
ZNF75D,0.0295277036606764,0.218012230582306,0.49,0.394,1,0.455513505660112
XBP1,0.0297697183605177,-0.306937147374691,0.39,0.506,1,0.455513505660112
BCL6,0.0372729752230177,-0.258714157632947,0.33,0.418,1,0.455513505660112
EGR4,0.0375683337486003,0.237163595033358,0.48,0.347,1,0.455513505660112
ZNF24,0.0392286393553598,-0.23565152877362,0.4,0.459,1,0.455513505660112
HNF4A(var.2),0.0449316949884774,0.183912306882939,0.5,0.4,1,0.455513505660112
PPARG,0.0475817892030965,0.21617603774718,0.56,0.453,1,0.455513505660112
RXRB,0.0475817892030965,0.209293174427099,0.54,0.471,1,0.455513505660112
ATF6,0.0497953760244453,-0.227433931922996,0.44,0.5,1,0.455513505660112
TFCP2,0.0501725754678672,-0.214487315625565,0.36,0.529,1,0.455513505660112
RHOXF1,0.0501725754678672,0.282896504072143,0.46,0.388,1,0.455513505660112
PAX5,0.0503620715232444,0.22455390686762,0.46,0.429,1,0.455513505660112
FOSB::JUN,0.0536763614254649,-0.258566091536978,0.39,0.506,1,0.455513505660112
RFX4,0.0586637130509538,-0.21032140276264,0.51,0.553,1,0.455513505660112
TFAP2B(var.2),0.0601888410667833,-0.151666521886608,0.36,0.512,1,0.455513505660112
FOXG1,0.0631084297208487,-0.213928770715633,0.38,0.488,1,0.455513505660112
POU6F1,0.0640299693822466,0.208148154422088,0.55,0.418,1,0.455513505660112
POU2F3,0.0644948897526999,0.199589190419278,0.55,0.406,1,0.455513505660112
ZNF16,0.0659063939490383,0.198830919519642,0.59,0.453,1,0.455513505660112
ZNF384,0.0661441017876184,-0.103456864599179,0.32,0.435,1,0.455513505660112
TCF7,0.0723200780202629,-0.192919021065551,0.35,0.471,1,0.455513505660112
POU6F1(var.2),0.0757136397255277,0.21824307956947,0.51,0.424,1,0.455513505660112
EGR3,0.0809061296195035,0.167430576744465,0.43,0.382,1,0.455513505660112
NEUROG1,0.0826046848117622,0.216046963124918,0.54,0.459,1,0.455513505660112
NFYB,0.0834647388059396,0.199201985479494,0.55,0.459,1,0.455513505660112
RORA(var.2),0.0860884913380367,0.188466410574298,0.52,0.406,1,0.455513505660112
CLOCK,0.086977740395052,-0.207212842959334,0.38,0.459,1,0.455513505660112
HOXC9,0.0893853575421679,0.181831702340474,0.5,0.382,1,0.455513505660112
CREB3L1,0.0903019364709779,-0.185383138650843,0.4,0.459,1,0.455513505660112
KLF16,0.0924700426889165,-0.119310022622823,0.37,0.471,1,0.455513505660112
TFAP4(var.2),0.0937276075952155,0.104301534033212,0.55,0.4,1,0.455513505660112
SIX2,0.0943615143743268,-0.19657356288858,0.42,0.524,1,0.455513505660112
NKX2-3,0.0949988532570624,0.173226567596794,0.55,0.406,1,0.455513505660112
KLF10,0.0949988532570624,-0.134027999545436,0.37,0.482,1,0.455513505660112
PRDM4,0.0966072940303768,-0.11175239517419,0.36,0.518,1,0.455513505660112
FOS::JUN(var.2),0.0988956268989576,-0.179763001799517,0.31,0.453,1,0.455513505660112
NFATC2,0.0992260350073802,0.16847434092283,0.51,0.388,1,0.455513505660112
CREB1,0.10156362296221,-0.237584701043654,0.41,0.524,1,0.455513505660112
E2F4,0.101901114863824,0.134018724019996,0.44,0.347,1,0.455513505660112
MZF1,0.101901114863824,-0.197092990725316,0.37,0.453,1,0.455513505660112
CTCFL,0.102578776502433,-0.15610734771653,0.32,0.441,1,0.455513505660112
ZFP57,0.102918949187634,0.182242221645663,0.42,0.324,1,0.455513505660112
PROX1,0.103601985654513,0.206048575576918,0.44,0.376,1,0.455513505660112
HOXD10,0.107776172313211,0.2339813616058,0.51,0.382,1,0.455513505660112
SOX13,0.108484640836753,0.176258035702289,0.48,0.429,1,0.455513505660112
ZNF140,0.11027193747857,0.221702535484665,0.44,0.412,1,0.455513505660112
TFAP2C(var.3),0.11244730919794,-0.125143250384383,0.34,0.465,1,0.455513505660112
ELF5,0.116147959600362,0.175818644425784,0.59,0.453,1,0.455513505660112
CREB3,0.119176836720693,-0.192462027503495,0.46,0.482,1,0.455513505660112
CDX2,0.119559759449885,0.230063754104958,0.49,0.441,1,0.455513505660112
POU2F1,0.11994364539125,0.194147451001739,0.52,0.459,1,0.455513505660112
ZSCAN29,0.12187757294497,0.188735235391736,0.52,0.471,1,0.455513505660112
RARA::RXRG,0.130267389338919,-0.119976229014069,0.44,0.529,1,0.455513505660112
SOHLH2,0.136955233288374,-0.264079612120692,0.44,0.476,1,0.455513505660112
TFAP2B,0.138238186275412,-0.116212670333268,0.39,0.494,1,0.455513505660112
PKNOX1,0.14214263705083,-0.130042273043839,0.44,0.529,1,0.455513505660112
POU3F2,0.145683865576932,0.188785105720192,0.49,0.459,1,0.455513505660112
TP53,0.147479619929502,0.196497791169639,0.49,0.441,1,0.455513505660112
BHLHE41,0.147931191352392,-0.1801573775277,0.45,0.518,1,0.455513505660112
SOX9,0.148383818490671,0.22486776024709,0.46,0.465,1,0.455513505660112
FOXD1,0.149292245056481,-0.141874712256603,0.36,0.506,1,0.455513505660112
RUNX2,0.153898155656332,0.145661670934458,0.51,0.435,1,0.455513505660112
ATF7,0.154364623227822,-0.182617942250088,0.38,0.441,1,0.455513505660112
HOXC10,0.154832164290187,0.180472954367428,0.45,0.382,1,0.455513505660112
POU5F1B,0.161008450663524,0.194422691834135,0.5,0.435,1,0.455513505660112
HOXA4,0.161008450663524,-0.175213162938394,0.35,0.488,1,0.455513505660112
PRDM1,0.161491150564742,-0.151071076725937,0.46,0.571,1,0.455513505660112
NFIC,0.16294580675843,0.152925065649969,0.54,0.424,1,0.455513505660112
TFAP2A(var.3),0.163432881666926,-0.124144652276404,0.4,0.488,1,0.455513505660112
VDR,0.163432881666926,-0.231365721581095,0.38,0.4,1,0.455513505660112
NKX2-8,0.164410322943414,0.186834028779961,0.48,0.435,1,0.455513505660112
NR4A2,0.165884731388676,-0.136704968852445,0.41,0.488,1,0.455513505660112
PHOX2A,0.167866052585952,-0.120216273959887,0.4,0.465,1,0.455513505660112
PPARD,0.168863352895056,0.170678965650075,0.52,0.429,1,0.455513505660112
RBPJ,0.169865092128221,0.146265659399422,0.55,0.418,1,0.455513505660112
JUNB(var.2),0.170367629241449,-0.208153180576878,0.39,0.471,1,0.455513505660112
ZBTB32,0.171376044233214,0.187538920456203,0.54,0.453,1,0.455513505660112
