,p_val,avg_diff,pct.1,pct.2,p_val_adj,p_val_adj_BH
RFX1,0.000159274977530062,0.550431815377006,0.667,0.382,0.100821060776529,0.0646656408772053
ZNF684,0.00101705582400259,0.444665937070024,0.525,0.348,0.64379633659364,0.199703530766699
PHOX2B,0.00149972555982165,0.431503045895412,0.558,0.393,0.949326279367102,0.199703530766699
EGR3,0.00239778863843143,0.427203043155142,0.508,0.348,1,0.199703530766699
MSANTD3,0.00298896745452428,0.410772048909795,0.492,0.292,1,0.199703530766699
PLAG1,0.00387808839555049,0.307498515460691,0.583,0.416,1,0.199703530766699
NRL,0.00402308350442935,0.431474544398681,0.567,0.348,1,0.199703530766699
GCM1,0.00448808030085598,0.428831062827047,0.6,0.494,1,0.199703530766699
E2F6,0.00485945951281164,0.320807146019746,0.6,0.404,1,0.199703530766699
SRY,0.00522096983185596,0.399400323792235,0.508,0.404,1,0.199703530766699
POU4F1,0.00541068679417165,0.396880284575427,0.633,0.449,1,0.199703530766699
ZIC5,0.00641081142441845,0.381949220552592,0.558,0.427,1,0.216899119859491
XBP1,0.007019370331445,0.423687070814894,0.533,0.404,1,0.219220334966667
TCF7L2,0.00935574881508836,0.377610982574241,0.5,0.326,1,0.243790749268104
FOXP2,0.00993867863103188,0.371149512412083,0.567,0.404,1,0.243790749268104
EBF3,0.00993867863103188,0.376869935567717,0.55,0.416,1,0.243790749268104
E2F8,0.0102079870383196,0.274968294951905,0.525,0.36,1,0.243790749268104
TFEB,0.0128556075348533,0.394461500184133,0.592,0.472,1,0.250582813314977
GCM2,0.0131939063006746,0.321184209038595,0.517,0.348,1,0.250582813314977
NR2F1(var.3),0.0139840021458688,0.345492762451156,0.575,0.438,1,0.250582813314977
HOXB13,0.0151989407124554,0.282943337641398,0.55,0.404,1,0.250582813314977
BARHL2,0.0172497072008937,0.366215543049387,0.567,0.449,1,0.250582813314977
ZBTB32,0.0212959512904776,0.325315891428002,0.558,0.382,1,0.250582813314977
LMX1A,0.0220899636171752,0.356525345441,0.542,0.461,1,0.250582813314977
BHLHE23,0.0238991244024102,0.348891927219816,0.533,0.371,1,0.250582813314977
GLIS2,0.0246284288828918,0.288899236655627,0.617,0.461,1,0.250582813314977
FOXD1,0.0247765812925079,0.27097448321197,0.517,0.337,1,0.250582813314977
CTCFL,0.024925505001205,0.295246479959235,0.583,0.404,1,0.250582813314977
POU5F1,0.0255289772432684,0.263978278331125,0.6,0.427,1,0.250582813314977
HNF4A,0.0256818058332057,0.286566485432335,0.517,0.404,1,0.250582813314977
ZNF317,0.0259898384143929,0.259229672646615,0.592,0.449,1,0.250582813314977
SP3,0.0263010600047194,0.19138814777324,0.458,0.326,1,0.250582813314977
FOXO3,0.0267739293187304,0.294680854390143,0.525,0.404,1,0.250582813314977
HOXA13,0.0269331754887777,0.334476555439444,0.508,0.449,1,0.250582813314977
EGR1,0.0269331754887777,0.325312423916004,0.458,0.326,1,0.250582813314977
EGR2,0.0275783641676356,0.357828818314677,0.508,0.404,1,0.250582813314977
OLIG1,0.0275783641676356,0.330645883610303,0.517,0.427,1,0.250582813314977
ELK4,0.0279059277485186,0.24982773684199,0.567,0.404,1,0.250582813314977
NFIA,0.0280709636176233,0.319387933937753,0.533,0.449,1,0.250582813314977
HLF,0.0280709636176233,0.416043419319745,0.658,0.517,1,0.250582813314977
POU3F3,0.0285711281346939,0.217185190917703,0.625,0.483,1,0.250582813314977
RFX3,0.0287395466011861,0.318294674619272,0.608,0.416,1,0.250582813314977
HOXB4,0.0290789494447548,0.312606266740363,0.558,0.404,1,0.250582813314977
LMX1B,0.0290789494447548,0.332274813701674,0.525,0.427,1,0.250582813314977
IRF3,0.0301179326499109,0.420242880652405,0.575,0.461,1,0.250582813314977
FOXA1,0.0306492812890479,0.288128958527664,0.525,0.393,1,0.250582813314977
FOXA2,0.0306492812890479,0.292876753271544,0.567,0.382,1,0.250582813314977
CEBPA,0.0308281773294788,0.558730971878225,0.667,0.573,1,0.250582813314977
VEZF1,0.0311886602020351,0.246356042039668,0.575,0.393,1,0.250582813314977
DUX4,0.03137025407892,0.266503712073976,0.55,0.382,1,0.250582813314977
NKX6-3,0.0324789746666114,0.346018422557756,0.5,0.416,1,0.250582813314977
NEUROD2,0.0345989339736285,0.298748077839069,0.533,0.416,1,0.250582813314977
PHOX2A,0.0351972203837229,0.29461956761392,0.55,0.382,1,0.250582813314977
SOX15,0.0351972203837229,0.211650665805198,0.583,0.427,1,0.250582813314977
TCF21(var.2),0.0353986015915422,0.352970524429705,0.592,0.449,1,0.250582813314977
TFAP2B(var.2),0.0376794489910696,0.29127747515092,0.5,0.371,1,0.250582813314977
POU2F2,0.0394157507404162,0.252003385958992,0.592,0.461,1,0.250582813314977
BHLHE22,0.0400841495967098,0.284936682234393,0.558,0.438,1,0.250582813314977
DUXA,0.0400841495967098,0.321680352612254,0.525,0.393,1,0.250582813314977
ZSCAN4,0.0400841495967098,0.298256565128333,0.55,0.416,1,0.250582813314977
LEF1,0.0403090751430564,0.263351264175826,0.5,0.371,1,0.250582813314977
GLIS1,0.0416812213999909,0.282350901056082,0.575,0.393,1,0.250582813314977
POU2F3,0.0421473036520821,0.267821127858729,0.592,0.449,1,0.250582813314977
DMRT3,0.0433318375413291,0.24834244121077,0.6,0.416,1,0.250582813314977
ZFP57,0.0433318375413291,0.293916836085028,0.55,0.427,1,0.250582813314977
OLIG2,0.0435720892154142,0.288653334281536,0.517,0.416,1,0.250582813314977
HNF4G,0.0438134650710648,0.280178614322416,0.508,0.404,1,0.250582813314977
GRHL1,0.0440559690710227,0.284503640245686,0.633,0.494,1,0.250582813314977
ARNT::HIF1A,0.0447902896602655,0.260157391827057,0.492,0.348,1,0.250582813314977
OLIG3,0.0447902896602655,0.272874145194861,0.492,0.427,1,0.250582813314977
NFYA,0.0455349068194841,-0.280271367895336,0.417,0.539,1,0.250582813314977
STAT1,0.0460370918978239,0.254625680183338,0.517,0.371,1,0.250582813314977
DMRTC2,0.0460370918978239,0.203494882511995,0.508,0.416,1,0.250582813314977
NFKB1,0.0462899285680376,0.303231215359876,0.442,0.337,1,0.250582813314977
FOXA3,0.0462899285680376,0.226543030240017,0.533,0.427,1,0.250582813314977
SREBF1(var.2),0.0494162391683092,0.258412467500426,0.558,0.416,1,0.26339454001353
MAFF,0.0499541368991178,0.298671270187344,0.517,0.404,1,0.26339454001353
EGR4,0.0513203924462289,0.328328557966361,0.45,0.348,1,0.267129222220115
HIF1A,0.0544365087615567,0.253016020276168,0.525,0.416,1,0.275327887224511
SP4,0.055019702257793,0.240646188089117,0.425,0.337,1,0.275327887224511
FOXH1,0.0553132467899444,0.226831013391867,0.617,0.449,1,0.275327887224511
FOXK2,0.0556080954492855,0.245898449253788,0.492,0.393,1,0.275327887224511
ZNF354C,0.0565005083061716,0.201024324418321,0.583,0.494,1,0.276375980389225
TEF,0.0589387102040942,0.300521576648934,0.583,0.562,1,0.279209420626204
NR2F2,0.0608241503375369,0.262805932881962,0.475,0.393,1,0.279209420626204
FOXP1,0.0614636292822789,0.231852360512259,0.542,0.393,1,0.279209420626204
EWSR1-FLI1,0.0637457891330157,0.26493907418269,0.525,0.472,1,0.279209420626204
DBP,0.0647450604486771,0.241802495182968,0.625,0.551,1,0.279209420626204
GATA1,0.065418395254761,-0.395646186397576,0.367,0.461,1,0.279209420626204
CENPB,0.0671270235988278,0.250347690768627,0.583,0.449,1,0.279209420626204
NRF1,0.0678206825838245,0.433796323180886,0.525,0.393,1,0.279209420626204
VAX1,0.0678206825838245,0.195423346053809,0.542,0.427,1,0.279209420626204
VAX2,0.0678206825838245,0.195423346053809,0.542,0.427,1,0.279209420626204
DRGX,0.0678206825838245,0.195423346053809,0.542,0.427,1,0.279209420626204
GSX2,0.0678206825838245,0.195423346053809,0.542,0.427,1,0.279209420626204
TBX1,0.0685202266695187,0.220571259430701,0.533,0.427,1,0.279209420626204
KLF13,0.0688722165084298,-0.202351485893044,0.408,0.551,1,0.279209420626204
MAF,0.0692256906875871,0.292630689959457,0.517,0.404,1,0.279209420626204
FOXD2,0.0699371095100079,0.254601754016317,0.5,0.382,1,0.279209420626204
HES2,0.0699371095100079,0.322128873798132,0.458,0.427,1,0.279209420626204
TEAD1,0.0713779512458601,0.349851787939306,0.517,0.449,1,0.279209420626204
TWIST1,0.0713779512458601,0.279901503315149,0.517,0.416,1,0.279209420626204
RORA(var.2),0.072107444087488,0.230616445389335,0.517,0.382,1,0.279209420626204
ZNF341,0.0728430315859487,0.290223981476055,0.533,0.449,1,0.279209420626204
FOXE1,0.0732131217817524,0.248819862557694,0.533,0.449,1,0.279209420626204
HOXC4,0.0732131217817524,0.285155514573127,0.533,0.449,1,0.279209420626204
FOXC2,0.0735847487857237,0.242374170468443,0.525,0.494,1,0.279209420626204
ERG,0.0754660894600886,0.235158589114263,0.542,0.461,1,0.283696595562926
MAFA,0.0766136164447275,0.339738785423505,0.475,0.427,1,0.285368149326233
FOXG1,0.07934655618127,0.278335808550744,0.558,0.427,1,0.290222538825186
ATOH7,0.07934655618127,0.241070327530553,0.617,0.483,1,0.290222538825186
POU1F1,0.0801417942569882,0.154491331834976,0.525,0.371,1,0.290514004181582
PRDM4,0.0813467819284802,0.214103292477139,0.517,0.438,1,0.292272508521796
CREB3,0.0825664319991458,0.268074673322545,0.525,0.404,1,0.294052380628537
MZF1(var.2),0.0846320883575412,0.20097041809073,0.5,0.371,1,0.296212309251394
CREB3L4,0.0846320883575412,0.229288784392727,0.533,0.382,1,0.296212309251394
NR1D2,0.0854699709054851,0.265037902064621,0.492,0.461,1,0.296588104167752
NHLH1,0.0867393548848392,0.207304080119348,0.525,0.461,1,0.298442187146142
MLXIPL,0.0915245221286335,0.224338718395036,0.567,0.494,1,0.30783903122993
IRF2,0.0933163199869481,0.344533678152338,0.533,0.494,1,0.30783903122993
ETV2,0.0933163199869481,0.224218754654068,0.483,0.438,1,0.30783903122993
TEAD4,0.0933163199869481,0.279978543964317,0.492,0.371,1,0.30783903122993
MYBL1,0.0937686394530036,0.263194323429032,0.55,0.438,1,0.30783903122993
THAP11,0.0960566760676815,-0.193852300875559,0.392,0.506,1,0.30783903122993
RREB1,0.100287565406914,0.174383010273253,0.508,0.393,1,0.30783903122993
NFATC2,0.101247648669311,0.2196253767455,0.467,0.326,1,0.30783903122993
NFIL3,0.10173042810718,0.296885729746605,0.633,0.551,1,0.30783903122993
PAX5,0.102215038543481,0.1849025839145,0.517,0.36,1,0.30783903122993
MZF1,0.10270148431978,0.202032562831132,0.533,0.472,1,0.30783903122993
CEBPD,0.104171877055333,0.388216083929311,0.625,0.573,1,0.30783903122993
MITF,0.104171877055333,0.201989289315201,0.6,0.539,1,0.30783903122993
ZNF143,0.10466570754138,-0.188150095317689,0.358,0.517,1,0.30783903122993
GBX1,0.105161395025104,0.26793959821681,0.525,0.483,1,0.30783903122993
