,p_val,avg_diff,pct.1,pct.2,p_val_adj,p_val_adj_BH
ELK1,0.00144696210538103,0.401391484213557,0.741,0.479,0.915927012706194,0.519699074721863
STAT1::STAT2,0.00282815897551122,0.367343014551128,0.376,0.197,1,0.519699074721863
HOXA2,0.00389952352817533,-0.495468813074758,0.447,0.648,1,0.519699074721863
PDX1,0.00634130101029049,-0.453034047445441,0.424,0.606,1,0.519699074721863
EMX1,0.00634130101029049,-0.453034047445441,0.424,0.606,1,0.519699074721863
HOXB2,0.00634130101029049,-0.453034047445441,0.424,0.606,1,0.519699074721863
HOXD3,0.00634130101029049,-0.453034047445441,0.424,0.606,1,0.519699074721863
EVX2,0.00785091766393265,-0.465985748564065,0.471,0.648,1,0.519699074721863
POU5F1B,0.00827542478373269,0.314167813769654,0.612,0.479,1,0.519699074721863
IRF1,0.00947681088112228,0.29595566065896,0.459,0.183,1,0.519699074721863
MEIS1,0.0115126787577476,-0.381791854850447,0.412,0.563,1,0.519699074721863
VAX1,0.0137902342814021,-0.381717868195413,0.529,0.676,1,0.519699074721863
VAX2,0.0137902342814021,-0.381717868195413,0.529,0.676,1,0.519699074721863
DRGX,0.0137902342814021,-0.381717868195413,0.529,0.676,1,0.519699074721863
GSX2,0.0137902342814021,-0.381717868195413,0.529,0.676,1,0.519699074721863
EMX2,0.0142062620891063,-0.453275060079375,0.459,0.62,1,0.519699074721863
NFIC::TLX1,0.0146333245825002,0.35237147611229,0.529,0.324,1,0.519699074721863
MXI1,0.0147781727409061,0.405070733887031,0.506,0.352,1,0.519699074721863
SOX15,0.0184770016462664,-0.308500926341113,0.482,0.592,1,0.549675757528024
ZNF684,0.0195661486742181,0.321041741607685,0.588,0.423,1,0.549675757528024
RFX7,0.0205161979804618,-0.334224141098312,0.424,0.62,1,0.549675757528024
HOXA1,0.0209073375944893,-0.413443669123702,0.424,0.563,1,0.549675757528024
HOXA5,0.0209073375944893,-0.413443669123702,0.424,0.563,1,0.549675757528024
HOXB5,0.0209073375944893,-0.413443669123702,0.424,0.563,1,0.549675757528024
ELK3,0.0217091531409172,0.264250611720181,0.682,0.507,1,0.549675757528024
CUX1,0.0227489570660318,-0.338830306568856,0.365,0.549,1,0.553849608569158
ISL2,0.0247299324656664,0.305431853410367,0.624,0.394,1,0.559073116098816
FOXP1,0.0247299324656664,-0.288147247746572,0.4,0.648,1,0.559073116098816
HOXD4,0.0288818052638277,0.353756794317969,0.529,0.408,1,0.630420094206998
EN1,0.031313417331974,-0.397192209047936,0.388,0.606,1,0.660713105704652
SOX9,0.0367069347521288,-0.312328663558384,0.388,0.549,1,0.726109053065548
HES6,0.0367069347521288,-0.290252372853675,0.365,0.549,1,0.726109053065548
SPI1,0.0396881821067114,0.28114345499734,0.282,0.127,1,0.745701039977441
FOS::JUNB,0.0425082893263326,-0.367760269086118,0.506,0.563,1,0.745701039977441
ATOH1(var.2),0.0425082893263326,0.295203223698098,0.565,0.451,1,0.745701039977441
MEIS2,0.0428724402947872,-0.367719578455082,0.424,0.535,1,0.745701039977441
MEIS2(var.2),0.0454960473712,0.277227027910273,0.635,0.507,1,0.745701039977441
GLIS1,0.0466611852636179,-0.297873488141679,0.459,0.634,1,0.745701039977441
FOSL1::JUNB,0.0474518143152755,-0.334169821450138,0.459,0.62,1,0.745701039977441
EVX1,0.0478513341371093,-0.344961826638384,0.541,0.676,1,0.745701039977441
LHX6,0.0486588583035819,-0.268820666951983,0.447,0.577,1,0.745701039977441
MZF1,0.0494777941217259,0.335997664165787,0.518,0.338,1,0.745701039977441
RORA,0.0550873144077273,-0.27101416294468,0.353,0.493,1,0.776863090672916
BARHL2,0.0550873144077273,0.341338895793656,0.541,0.366,1,0.776863090672916
GBX2,0.0555399451127929,-0.32652919748025,0.447,0.563,1,0.776863090672916
HNF4A(var.2),0.0564545057992957,-0.235671049910469,0.4,0.577,1,0.776863090672916
OTX1,0.0583212548829212,-0.349041856687471,0.482,0.662,1,0.781671789974278
FOXA3,0.0592736902350163,-0.306183259155703,0.459,0.648,1,0.781671789974278
SOX8,0.062208729186679,-0.300408321780051,0.459,0.592,1,0.787680679434964
LHX1,0.0627094020837093,0.247422978764651,0.565,0.394,1,0.787680679434964
