,p_val,avg_diff,pct.1,pct.2,p_val_adj,p_val_adj_BH
TFAP4,0.0818145356767922,-0.128752779559586,0.405,0.531,1,0.284470413481339
ESR1,0.0821812160828964,-0.167482198608863,0.423,0.538,1,0.284470413481339
ELK3,0.0821812160828964,-0.192142456727476,0.437,0.49,1,0.284470413481339
MEF2B,0.0823650554099891,-0.170073783116711,0.419,0.49,1,0.284470413481339
EGR2,0.0825492280246044,-0.184767253232472,0.405,0.462,1,0.284470413481339
NFIC(var.2),0.0842218460946205,-0.193803358564427,0.479,0.524,1,0.284470413481339
NR1I2,0.0845972392018875,-0.167408131841744,0.414,0.476,1,0.284470413481339
ZNF136,0.0861123691626777,-0.173479066412686,0.442,0.58,1,0.284470413481339
ZBTB7A,0.0882313870811383,-0.154326954393256,0.428,0.517,1,0.284470413481339
ERF,0.0892083766372938,-0.166185215032418,0.516,0.559,1,0.284470413481339
SOX12,0.0899962264773215,0.184823637853529,0.484,0.385,1,0.284470413481339
HSF1,0.0901940614889891,-0.20518813586383,0.386,0.49,1,0.284470413481339
NKX2-8,0.0903922463269689,-0.180435393328588,0.516,0.573,1,0.284470413481339
HOXC10,0.0905907813940005,-0.210821687352815,0.488,0.538,1,0.284470413481339
TEAD2,0.091188491996037,-0.195276482264404,0.414,0.545,1,0.284470413481339
PLAG1,0.0919903670958413,-0.145053312413552,0.447,0.531,1,0.284470413481339
DMRTA2,0.092393423730541,-0.153133791066574,0.479,0.51,1,0.284470413481339
BACH1,0.0958769415417099,-0.31110471643316,0.4,0.469,1,0.284470413481339
CREM,0.0962935895595037,-0.175277653149616,0.451,0.524,1,0.284470413481339
PPARG,0.0971312313685347,-0.195108846080529,0.488,0.538,1,0.284470413481339
RXRB(var.2),0.0971312313685347,-0.106926723180423,0.442,0.51,1,0.284470413481339
THAP11,0.0986111140142829,-0.151715826297072,0.391,0.497,1,0.284470413481339
FLI1,0.100324393349133,-0.151598717879188,0.474,0.531,1,0.284470413481339
NR5A1,0.100756399953449,-0.204374435531655,0.447,0.503,1,0.284470413481339
GBX1,0.101407187894344,0.147609092736185,0.516,0.441,1,0.284470413481339
ZBTB33,0.101842903190251,-0.166181394873063,0.428,0.552,1,0.284470413481339
RORA(var.2),0.102280107534955,-0.186758465174187,0.507,0.587,1,0.284470413481339
NFIB,0.102718804109434,-0.201825667398456,0.474,0.538,1,0.284470413481339
RORC,0.104266039304054,-0.183246547270095,0.493,0.538,1,0.284470413481339
RREB1,0.104488576248552,-0.145239289981033,0.433,0.517,1,0.284470413481339
FOS,0.105158450818387,-0.376362165571608,0.419,0.448,1,0.284470413481339
KLF14,0.10560692426998,-0.130726756634445,0.423,0.552,1,0.284470413481339
HOXA9,0.105831729303907,0.15577192812319,0.507,0.427,1,0.284470413481339
ZNF274,0.106056913736945,-0.190354380075193,0.493,0.538,1,0.284470413481339
RXRG(var.2),0.107872094943513,-0.149962720113505,0.437,0.587,1,0.286660104155445
NR4A1,0.111576184545319,0.168772411201637,0.46,0.399,1,0.293783164811986
CDX1,0.11346549455359,-0.154559189341875,0.456,0.51,1,0.296041790335276
IRF5,0.115620992393531,-0.237846933982127,0.381,0.406,1,0.298947971323814
ZBTB32,0.118544913342787,-0.153601610855203,0.414,0.483,1,0.300304912251919
HOXC12,0.118791167264531,-0.161917886597718,0.516,0.587,1,0.300304912251919
MYB,0.119284878037347,0.173432191724664,0.544,0.483,1,0.300304912251919
PRRX1,0.12253329242892,-0.223433130518034,0.437,0.483,1,0.301193022900251
UNCX,0.12253329242892,-0.223433130518034,0.437,0.483,1,0.301193022900251
TEF,0.122786005851322,0.162578640490741,0.586,0.503,1,0.301193022900251
HLF,0.126366896955758,0.234177317863027,0.581,0.531,1,0.304208486329254
EN1,0.127404804473895,0.146737256062777,0.544,0.469,1,0.304208486329254
TFAP2B(var.2),0.128974085765004,-0.131686436194757,0.456,0.601,1,0.304208486329254
EGR4,0.129500503496679,-0.127366188174523,0.433,0.545,1,0.304208486329254
HOXD9,0.130028588182937,-0.134798426499551,0.465,0.517,1,0.304208486329254
ATOH1(var.2),0.133232268570517,0.126998100609379,0.521,0.441,1,0.304208486329254
PITX1,0.133232268570517,-0.168090810857086,0.488,0.552,1,0.304208486329254
PBX1,0.134585030297556,-0.164768355109508,0.423,0.503,1,0.304208486329254
ETV5,0.135129098677614,-0.16915924597201,0.405,0.503,1,0.304208486329254
JDP2(var.2),0.135674864983082,-0.129974767101611,0.465,0.524,1,0.304208486329254
SOX14,0.135674864983082,0.118307758208421,0.493,0.357,1,0.304208486329254
RXRG,0.14038284313663,0.14383318768736,0.488,0.441,1,0.307664636647485
ZNF282,0.142357555153405,-0.179975616312527,0.428,0.517,1,0.307664636647485
XBP1,0.14264138941987,-0.197510916536336,0.479,0.517,1,0.307664636647485
TFAP2B,0.142925657890898,-0.15467566044331,0.414,0.51,1,0.307664636647485
SPDEF,0.143781072076413,-0.194077412318484,0.465,0.531,1,0.307664636647485
ZSCAN4,0.143781072076413,-0.151706159773593,0.447,0.483,1,0.307664636647485
LHX1,0.14521547950308,-0.190996990000711,0.447,0.51,1,0.307664636647485
TFAP2C(var.3),0.145792301686613,-0.16120746475681,0.405,0.469,1,0.307664636647485
HNF1B,0.150174516444693,-0.180506691926472,0.447,0.49,1,0.313134264653313
SPIB,0.151062890934613,-0.256693824147333,0.33,0.364,1,0.313134264653313
PAX1,0.151657361626517,-0.16264997341633,0.465,0.503,1,0.313134264653313
REST,0.154053071840332,-0.128867210800225,0.465,0.552,1,0.313191460889296
OVOL1,0.154053071840332,0.131199122583485,0.563,0.469,1,0.313191460889296
HEY2,0.154958841276237,0.161264927330659,0.549,0.517,1,0.313191460889296
TFDP1,0.158007291298534,-0.183485575931875,0.414,0.448,1,0.315184015073946
CTCF,0.158930626617455,-0.19000292306164,0.53,0.601,1,0.315184015073946
BARX2,0.159239310751645,0.110538861189171,0.512,0.427,1,0.315184015073946
CREB1,0.161100948413643,-0.120105840935218,0.433,0.545,1,0.316684741059695
CREB3L4,0.163608644531468,-0.12183528481453,0.442,0.483,1,0.319426401228104
TCFL5,0.167746235116411,-0.152675267591118,0.391,0.469,1,0.325291685664931
THRB(var.2),0.169358372865173,-0.149182334223365,0.484,0.552,1,0.326213778606071
PROP1,0.170982102539864,-0.180804681463408,0.484,0.517,1,0.32714575619294
NR2F6(var.3),0.17459530257999,-0.146182493828277,0.502,0.531,1,0.331846700930181
TEAD3,0.175923230342169,-0.154104332713477,0.47,0.524,1,0.332170836238175
EVX1,0.181310302964386,-0.135868869104213,0.409,0.462,1,0.336707334225376
MAFK,0.182333867613986,-0.152612683229877,0.414,0.497,1,0.336707334225376
KLF6,0.182676006296351,-0.137600663146528,0.433,0.483,1,0.336707334225376
HOXA10,0.183018620693933,-0.156939306216886,0.456,0.503,1,0.336707334225376
EBF1,0.185430265651093,-0.117089144511321,0.423,0.455,1,0.338085282205284
POU3F1,0.186123604837752,-0.19170942579298,0.484,0.545,1,0.338085282205284
ZBED1,0.188215117094602,0.112974140612555,0.507,0.483,1,0.339734205070131
KLF13,0.193162650553382,-0.106635143798993,0.474,0.573,1,0.344333420551682
MNT,0.193162650553382,0.181960170715485,0.512,0.441,1,0.344333420551682
ZNF135,0.196032363900354,-0.143717889503303,0.47,0.51,1,0.345796727319207
ARNT::HIF1A,0.196393263250978,0.147416285527593,0.563,0.497,1,0.345796727319207
MEIS2(var.2),0.198568884525726,-0.124392171930913,0.442,0.497,1,0.34749554792002
BHLHE41,0.201865276342901,0.104020194429827,0.526,0.427,1,0.351123238244926
MYBL2,0.205574523364487,-0.14448586708582,0.433,0.483,1,0.355421013286794
IRF8,0.208200304172669,-0.155677124369934,0.34,0.371,1,0.355675519628309
DMRTC2,0.208200304172669,-0.111732304930187,0.484,0.566,1,0.355675519628309
HOXB6,0.210470256195684,0.128129679835996,0.577,0.503,1,0.357425819693262
SREBF2,0.213908675321902,-0.125772957527411,0.498,0.538,1,0.361128175396387
FOXF2,0.215836327894959,-0.189042868850178,0.423,0.497,1,0.362251614654113
JUN(var.2),0.218165985061925,-0.336450537739854,0.391,0.469,1,0.363640711892412
ESRRB,0.22012112688213,-0.122852999215309,0.456,0.503,1,0.363640711892412
LBX1,0.220906692972406,-0.154327784086618,0.488,0.538,1,0.363640711892412
ISX,0.227263647991753,-0.178723768967233,0.479,0.559,1,0.363640711892412
RAX2,0.227263647991753,-0.178723768967233,0.479,0.559,1,0.363640711892412
CUX2,0.227263647991753,-0.164306682421271,0.451,0.503,1,0.363640711892412
POU1F1,0.227263647991753,-0.157793352796429,0.512,0.531,1,0.363640711892412
DMRT3,0.22766524397232,-0.113094662146146,0.479,0.524,1,0.363640711892412
SCRT2,0.228067345437749,-0.128773261298968,0.474,0.531,1,0.363640711892412
GSX1,0.232932062252718,-0.133283148939467,0.46,0.538,1,0.367477468913668
INSM1,0.233749951486318,0.109189204698988,0.47,0.42,1,0.367477468913668
ZSCAN29,0.235391831905035,-0.121025979811434,0.488,0.559,1,0.367477468913668
HOXC13,0.237455638735905,-0.191021653142892,0.474,0.455,1,0.367477468913668
SNAI3,0.238284730292067,0.123188334029547,0.595,0.51,1,0.367477468913668
IRF6,0.238700041530472,-0.140912234345859,0.433,0.476,1,0.367477468913668
ZNF317,0.239949039194651,0.1575751692895,0.474,0.448,1,0.367477468913668
PLAGL2,0.242040925521836,-0.137511612207637,0.479,0.497,1,0.367477468913668
MIXL1,0.242460837858586,-0.144415666232104,0.419,0.483,1,0.367477468913668
NFIA,0.245414571846375,0.122070323965004,0.456,0.441,1,0.367477468913668
MZF1(var.2),0.245838585475346,-0.129925070745531,0.423,0.469,1,0.367477468913668
ISL2,0.245838585475346,-0.148111592727589,0.433,0.483,1,0.367477468913668
RELA,0.251397538555805,-0.168726424002296,0.437,0.483,1,0.373189479966335
HOXD12,0.252260484715919,-0.125538340446746,0.456,0.49,1,0.373189479966335
ETS1,0.254426877183335,-0.12012640447335,0.521,0.594,1,0.374464173085216
E2F1,0.257481519504439,-0.104978139862252,0.456,0.545,1,0.377026510702928
POU3F2,0.259678925212261,-0.150563122866732,0.465,0.524,1,0.377042568170895
HES5,0.260119959922778,0.119164926421815,0.521,0.51,1,0.377042568170895
RARG(var.3),0.26411260468427,-0.124413659676941,0.437,0.476,1,0.380906118313495
SOX9,0.265452828869468,0.121018567338387,0.507,0.448,1,0.380924809427686
HOXD11,0.268598211130824,-0.128256604024238,0.484,0.524,1,0.38352082882859
OSR2,0.272679749590682,-0.114830246133711,0.433,0.469,1,0.38742122837884
NR2F1(var.3),0.27726432527909,-0.118960504413309,0.474,0.538,1,0.391994390911817
HOXC11,0.279112775536633,-0.107341179951235,0.437,0.538,1,0.3926733655834
ZNF449,0.281901133072306,-0.132034121272219,0.544,0.573,1,0.394661586301228
ESRRA,0.285178022702003,-0.124347937405936,0.488,0.545,1,0.397311128715897
RARA(var.2),0.287534368102199,-0.11762707759012,0.46,0.49,1,0.398380784275157
ZBTB14,0.292286371852859,-0.140318966968582,0.386,0.427,1,0.398380784275157
ZNF652,0.292286371852859,-0.114071472295142,0.498,0.552,1,0.398380784275157
BHLHE40,0.292764457028451,0.107147424213123,0.526,0.476,1,0.398380784275157
HOXA4,0.297574178391516,-0.145520196344057,0.512,0.524,1,0.398380784275157
TFAP2A(var.3),0.299512771098638,-0.113470741278838,0.414,0.441,1,0.398380784275157
GLI2,0.301459770422904,-0.10185640874371,0.433,0.49,1,0.398380784275157
POU6F1,0.302436423339901,-0.106578141889849,0.428,0.476,1,0.398380784275157
EGR3,0.302925538236859,-0.164516372229273,0.386,0.455,1,0.398380784275157
POU5F1B,0.303415178804027,-0.114309569151991,0.442,0.497,1,0.398380784275157
MAF::NFE2,0.304396037076072,-0.149422892313175,0.423,0.455,1,0.398380784275157
BARHL2,0.305378998399075,0.108687387779125,0.512,0.427,1,0.398380784275157
VEZF1,0.305378998399075,-0.111648506463619,0.423,0.503,1,0.398380784275157
SREBF1(var.2),0.305378998399075,0.108996141311219,0.572,0.497,1,0.398380784275157
TP53,0.313819107419353,-0.116640227380472,0.498,0.559,1,0.407538840856807
HIF1A,0.321392523393726,0.115633774778715,0.54,0.51,1,0.415493937900899
MNX1,0.323432093697557,0.109743821908019,0.502,0.469,1,0.416255654220622
TBX18,0.327021594410437,0.115539801418563,0.53,0.441,1,0.417134211536869
NFE2L1,0.327021594410437,-0.155624812936413,0.391,0.462,1,0.417134211536869
ARNT2,0.331155436298713,0.127135474105764,0.488,0.49,1,0.420538098308542
ZIC5,0.334277898704585,-0.119666521363288,0.512,0.538,1,0.422633290432669
PBX2,0.340579569418762,-0.113440671076925,0.428,0.51,1,0.428712001856074
RXRB,0.352328890341265,0.107542852857731,0.456,0.469,1,0.441565028506302
SPIC,0.360485107261422,-0.198500854801597,0.447,0.455,1,0.449822720800123
POU2F3,0.362130459802863,-0.111387838142951,0.451,0.49,1,0.449919662179315
FOSL2::JUND,0.366541022203906,-0.264148293327991,0.386,0.427,1,0.453436523157418
FOS::JUN(var.2),0.36875881187849,-0.106778370772883,0.465,0.531,1,0.454222227506981
TFAP2A(var.2),0.371542761304061,-0.119880397029361,0.428,0.469,1,0.455695608949853
RFX1,0.380538679498003,-0.116127397896735,0.437,0.448,1,0.462994138385189
TBX3,0.381105332173429,0.130064734980249,0.526,0.524,1,0.462994138385189
BARX1,0.383946358660888,-0.103264706582728,0.521,0.524,1,0.462994138385189
SNAI2,0.383946358660888,0.115145221858189,0.544,0.49,1,0.462994138385189
RXRA::VDR,0.394859969128676,-0.10132077521439,0.488,0.51,1,0.472186713083042
FOSL1::JUND(var.2),0.394859969128676,0.116339848751558,0.53,0.476,1,0.472186713083042
FOSL1::JUNB,0.398344971158219,-0.233069457584762,0.372,0.42,1,0.474377621254809
CENPB,0.407728463097678,-0.118753281279986,0.442,0.476,1,0.483545739293527
PITX2,0.411874826208245,0.103580025211534,0.553,0.497,1,0.486452984040191
ONECUT2,0.420242204731525,-0.115124667559735,0.479,0.517,1,0.493202027812979
JUN::JUNB,0.422048119689791,-0.247718638199879,0.437,0.42,1,0.493202027812979
FOSL2::JUNB,0.424463069232773,-0.229112022092661,0.414,0.434,1,0.493202027812979
HOXB9,0.424463069232773,-0.117189200551211,0.493,0.503,1,0.493202027812979
TFAP2B(var.3),0.428100597663939,-0.101706118227926,0.433,0.476,1,0.495422869070769
TEAD1,0.429926144597459,-0.100105949434255,0.465,0.469,1,0.495537363451689
SOX4,0.432367226113294,-0.103889320073254,0.465,0.497,1,0.496357575578062
JDP2,0.437273393132982,-0.143060139714725,0.437,0.434,1,0.499408385224462
ELF1,0.438504923611723,-0.110040760620338,0.437,0.497,1,0.499408385224462
CUX1,0.444692401458164,-0.163379091404905,0.512,0.538,1,0.504453435646218
NFYB,0.447181270071593,0.110707893987303,0.516,0.469,1,0.505279624057272
POU4F2,0.449678041644644,-0.12552369317137,0.563,0.503,1,0.506108227262795
ZNF16,0.452810091470472,-0.10680610481217,0.46,0.476,1,0.507642563484475
ETV6,0.459111001491872,-0.177823218002376,0.442,0.49,1,0.512703725401429
TEAD4,0.461010809668621,-0.102446538045447,0.484,0.517,1,0.512829854166257
TBX6,0.465460737075349,0.100580267581854,0.526,0.469,1,0.514918355599865
FOXG1,0.466736515565665,-0.117181681971581,0.423,0.476,1,0.514918355599865
EVX2,0.469293883237563,0.107882187722197,0.516,0.455,1,0.514918355599865
CTCFL,0.470575467154873,-0.100482173247542,0.456,0.469,1,0.514918355599865
EHF,0.471858980915555,-0.135221074744894,0.465,0.476,1,0.514918355599865
NFIL3,0.477012280396716,0.107048760185864,0.595,0.566,1,0.518013775749786
HOXB3,0.478305402695796,-0.116438097848758,0.488,0.51,1,0.518013775749786
FOSB::JUNB,0.480248672941972,-0.225610599770414,0.409,0.434,1,0.518163041858444
VENTX,0.49199816448973,-0.115612827771552,0.474,0.497,1,0.528851959582594
JUND,0.50057888043514,-0.184117763011486,0.419,0.406,1,0.53606768166002
NFE2,0.50589849497287,-0.136692569657961,0.395,0.441,1,0.5397504388744
FOSL2,0.543952522932614,-0.202310834184889,0.423,0.448,1,0.576800927371827
ZBTB7C,0.54464477811068,-0.110770142119762,0.479,0.476,1,0.576800927371827
TBX4,0.559984201384655,0.10635277857362,0.526,0.566,1,0.586552794881007
TBX5,0.559984201384655,0.10635277857362,0.526,0.566,1,0.586552794881007
FOS::JUNB,0.559984201384655,-0.178412959168855,0.423,0.441,1,0.586552794881007
FOS::JUND,0.569145799052832,-0.185249042035183,0.428,0.441,1,0.593301377626541
FOSL1::JUN,0.570561603571168,-0.18880294385941,0.405,0.448,1,0.593301377626541
BATF::JUN,0.573398235576796,-0.146519360193204,0.419,0.413,1,0.594098532890037
BATF,0.582663173187346,-0.13631962518685,0.419,0.441,1,0.600106450861416
FOSL1,0.58337874491406,-0.186393775890749,0.405,0.406,1,0.600106450861416
FOSL2::JUN,0.608677674793486,-0.14689656652676,0.423,0.448,1,0.623894616663323
FOXP2,0.630743142935146,-0.104840269205303,0.423,0.476,1,0.642681041899767
FOS::JUN,0.63148450806876,-0.166624949003717,0.419,0.441,1,0.642681041899767
SPI1,0.665220168604499,-0.155689848062651,0.367,0.364,1,0.674622573814457
JUNB,0.680439516955692,-0.153723633532002,0.414,0.42,1,0.687627258331984
FOSL1::JUND,0.695790141520246,-0.143105481607299,0.423,0.441,1,0.700672879355475
KLF15,0.748097314794004,-0.108578029500338,0.349,0.364,1,0.750713039670907
NRF1,0.752842848999543,-0.154884746522155,0.377,0.413,1,0.752842848999543
