,p_val,avg_diff,pct.1,pct.2,p_val_adj,p_val_adj_BH
ELF1,4.89355425496119e-07,0.821271439707518,0.4,0.136,0.000309761984339043,0.000194830187879145
EHF,6.15577212888294e-07,1.0551129672917,0.32,0.191,0.00038966037575829,0.000194830187879145
GABPA,2.43077503400932e-06,0.881661603736264,0.5,0.227,0.0015386805965279,0.000398820459572171
ELF3,2.52019247754926e-06,0.926977678927638,0.34,0.191,0.00159528183828868,0.000398820459572171
ELF5,4.95695223168516e-06,0.856045394713259,0.52,0.273,0.00313775076265671,0.000627550152531341
ETV4,2.77589298076054e-05,0.811509428281205,0.4,0.218,0.0175714025682142,0.0026236032364511
SPI1,3.15938394700536e-05,0.827798299371292,0.22,0.109,0.0199989003845439,0.0026236032364511
SPIB,3.31577028303456e-05,0.94921802935265,0.26,0.1,0.0209888258916088,0.0026236032364511
ETV6,4.78371406278395e-05,0.696925835395355,0.34,0.164,0.0302809100174224,0.00336454555749138
SPIC,8.12145638471657e-05,0.860688674997791,0.4,0.218,0.0514088189152559,0.00514088189152559
IRF1,0.000164713475917249,0.508856833294246,0.28,0.164,0.104263630255619,0.00947851184141987
POU3F3,0.000185255364723998,-0.586670562010049,0.38,0.645,0.117266645870291,0.00977222048919091
ZKSCAN5,0.000211234919140511,0.602176078313145,0.42,0.155,0.133711703815944,0.0102855156781495
E2F8,0.000573562657182911,-0.609693646891272,0.28,0.545,0.363065161996783,0.0259332258569131
ETV1,0.000711996794985707,0.641777679901621,0.44,0.273,0.450693971225952,0.0300462647483968
IKZF1,0.00110070099493164,0.558747158540914,0.34,0.273,0.696743729791726,0.0435464831119829
NR2F1,0.00125260266010116,0.539126656552151,0.52,0.309,0.792897483844037,0.0466410284614139
POU3F2,0.00140563263865077,-0.457105086520232,0.4,0.6,0.889765460265936,0.0494314144592186
POU2F1,0.00212622318815621,-0.479394719271648,0.32,0.582,1,0.0650580869483467
FOXF2,0.00220623687980106,-0.605922229630705,0.44,0.664,1,0.0650580869483467
CTCF,0.00223351534210019,-0.711338482250125,0.54,0.709,1,0.0650580869483467
POU1F1,0.00226110254796782,-0.447269760565778,0.44,0.609,1,0.0650580869483467
STAT1::STAT2,0.0026173924707213,0.450442565727058,0.4,0.3,1,0.0720351927811559
FOXA3,0.00324873807625325,-0.493102679582838,0.52,0.636,1,0.0856854667611794
FOXP1,0.00451006521565705,-0.509168175496391,0.52,0.655,1,0.114194851260437
ZNF135,0.00529440058167337,0.475372903191145,0.42,0.3,1,0.128898291084586
FOXK1,0.00782080925605533,-0.455908475235435,0.54,0.718,1,0.183354528114186
ZIC5,0.0086248199241709,-0.372412648783601,0.5,0.673,1,0.194982536142864
NFIC(var.2),0.00930041425727218,0.432146361224851,0.58,0.4,1,0.202491870168378
HOXC12,0.00981149423312241,-0.408183303238897,0.34,0.564,1,0.202491870168378
STAT1,0.00991666346796166,-0.466242663484042,0.38,0.609,1,0.202491870168378
MEF2B,0.010347452990062,0.455713185573212,0.54,0.291,1,0.204685554459663
THRB(var.3),0.0121149660369919,0.410056264859829,0.56,0.345,1,0.232387075800482
PBX3,0.0138580702654633,0.324008421900021,0.42,0.3,1,0.258004661118773
PPARG,0.014885508937114,0.358543788557709,0.66,0.464,1,0.259891517436755
FOXD1,0.015037636252355,-0.445099151242892,0.58,0.664,1,0.259891517436755
SNAI1,0.0151911313509636,0.446873583531536,0.56,0.409,1,0.259891517436755
ZIC4,0.0159794824524707,-0.298702703183983,0.4,0.636,1,0.262644356324223
CTCFL,0.0163047585093248,-0.305637269976182,0.44,0.609,1,0.262644356324223
HINFP,0.0171435262971917,-0.412871001641666,0.54,0.655,1,0.262644356324223
FOXK2,0.0174894900566128,-0.444959667070287,0.54,0.655,1,0.262644356324223
ESR1,0.0176647561607625,0.413522141717107,0.44,0.255,1,0.262644356324223
LHX1,0.0178415597503027,-0.396968523854887,0.28,0.555,1,0.262644356324223
NFIC::TLX1,0.0183813064082026,0.395758013763614,0.54,0.373,1,0.263736346297847
BHLHE23,0.0187490293576668,-0.420178308407695,0.44,0.591,1,0.263736346297847
POU3F1,0.0202850294383137,-0.315221267327016,0.4,0.6,1,0.279139644227229
NFIX(var.2),0.0210933957932156,0.366275019706908,0.64,0.445,1,0.284087649725648
SP2,0.0219296856118295,-0.222497601377905,0.4,0.564,1,0.289197729006001
ALX3,0.0225756946314201,-0.474196357272318,0.52,0.664,1,0.291641116360998
BCL6B,0.0250879413564282,-0.359276633302934,0.44,0.645,1,0.311241368523376
ZNF460,0.0250879413564282,0.340414902818995,0.48,0.3,1,0.311241368523376
DLX6,0.0258137616106958,-0.395625460437407,0.42,0.545,1,0.311241368523376
LBX2,0.0260597038416096,-0.308916879867496,0.4,0.627,1,0.311241368523376
MEF2C,0.027838690098202,0.359628613130797,0.5,0.355,1,0.320398015130216
ZIC1,0.027838690098202,-0.280934269341334,0.34,0.582,1,0.320398015130216
EBF1,0.02917263503949,0.368400211779631,0.48,0.327,1,0.323775485111383
FOXB1,0.0302790494711048,-0.322680720037414,0.38,0.564,1,0.323775485111383
RARA(var.2),0.0311323464497426,0.334351484917139,0.6,0.445,1,0.323775485111383
ISX,0.0314213275574406,-0.396374711778312,0.5,0.6,1,0.323775485111383
RAX2,0.0314213275574406,-0.396374711778312,0.5,0.6,1,0.323775485111383
SMAD2::SMAD3::SMAD4,0.0317126067565652,0.307676121706707,0.54,0.382,1,0.323775485111383
OLIG1,0.0317126067565652,-0.394664575103865,0.36,0.555,1,0.323775485111383
CREB3,0.0377028621661377,-0.39194156102882,0.48,0.636,1,0.35413717060004
FOXI1,0.0380431715652491,-0.317090559108071,0.56,0.627,1,0.35413717060004
FOXL1,0.0380431715652491,-0.317090559108071,0.56,0.627,1,0.35413717060004
FOXO4,0.0380431715652491,-0.317090559108071,0.56,0.627,1,0.35413717060004
FOXO6,0.0380431715652491,-0.317090559108071,0.56,0.627,1,0.35413717060004
FOXP3,0.0380431715652491,-0.317090559108071,0.56,0.627,1,0.35413717060004
FOS,0.0430884432751161,0.509244741612478,0.5,0.391,1,0.382169452510457
MYBL2,0.0430884432751161,-0.372495094219492,0.42,0.582,1,0.382169452510457
SNAI3,0.0434695111860235,0.404886324614965,0.54,0.418,1,0.382169452510457
MEF2A,0.0434695111860235,0.322382297908798,0.56,0.364,1,0.382169452510457
FOXA1,0.0442401921627539,-0.243298641558488,0.5,0.664,1,0.383617008753743
POU6F1,0.0462174894709859,0.361649679840541,0.64,0.509,1,0.3876593236277
EVX1,0.0462174894709859,-0.348344089684257,0.44,0.627,1,0.3876593236277
HOXB13,0.0470289851151847,-0.326037613652379,0.48,0.636,1,0.3876593236277
HOXD9,0.0474392071581816,-0.259060004728147,0.36,0.609,1,0.3876593236277
STAT3,0.0495357138081668,-0.344400671696191,0.42,0.518,1,0.3876593236277
SOX15,0.0495357138081668,-0.300873813367994,0.46,0.591,1,0.3876593236277
NFIB,0.0495357138081668,0.33144415267567,0.56,0.382,1,0.3876593236277
EGR3,0.0499642095022375,-0.23234893801834,0.54,0.636,1,0.3876593236277
MEF2D,0.0508305274266968,0.371295019974916,0.54,0.345,1,0.3876593236277
ZEB1,0.0508305274266968,0.262472822999119,0.6,0.445,1,0.3876593236277
ETV2,0.0530515033860494,0.327804443510288,0.66,0.482,1,0.399780971944872
FOSL2,0.0548861465846095,0.421449008443336,0.54,0.391,1,0.401545896526333
VDR,0.0553529841289753,0.411796605109372,0.58,0.473,1,0.401545896526333
FOXN3,0.0553529841289753,-0.31648395094695,0.46,0.591,1,0.401545896526333
RARA::RXRG,0.0558231262153512,0.333660080724449,0.62,0.427,1,0.401545896526333
ONECUT2,0.0577370799253151,-0.341714427570422,0.46,0.536,1,0.410646871828364
LHX2,0.0592080775772635,-0.324237075518257,0.42,0.509,1,0.41531247925486
EWSR1-FLI1,0.0597052695295296,0.220832641898546,0.46,0.3,1,0.41531247925486
USF2,0.0622434492698357,0.284902361835866,0.5,0.327,1,0.426153196215794
USF1,0.0627616501226149,0.275759228991491,0.48,0.364,1,0.426153196215794
NFE2,0.0632834130241463,0.463640413130606,0.56,0.409,1,0.426153196215794
NFATC2,0.0659462668161467,-0.276328868250317,0.44,0.527,1,0.429469620265194
BCL6,0.0659462668161467,-0.327633922012638,0.44,0.573,1,0.429469620265194
FOXA2,0.0659462668161467,-0.339848007651058,0.56,0.655,1,0.429469620265194
FOXO3,0.0664897674344218,-0.367355261081765,0.56,0.618,1,0.429469620265194
ONECUT3,0.0698287494621036,-0.272314268644214,0.42,0.573,1,0.444803902933711
FOXH1,0.0703984066434329,-0.273972652427333,0.5,0.6,1,0.444803902933711
HOXA13,0.0709718707682541,-0.357788915234424,0.46,0.6,1,0.444803902933711
GATA1,0.073304149261742,-0.458858524771079,0.58,0.7,1,0.45491692630081
NRF1,0.0750941955951597,-0.39443830544377,0.62,0.636,1,0.457063709728232
NEUROG1,0.0750941955951597,-0.332274386473027,0.46,0.518,1,0.457063709728232
NR2C2(var.2),0.0763072714845143,0.294323808923552,0.58,0.4,1,0.459341681523012
FOXC1,0.0769197760528266,-0.308451301246021,0.52,0.618,1,0.459341681523012
NFKB1,0.0806794532081063,0.323395511396355,0.48,0.355,1,0.475408941988632
TP53,0.0813203399761473,-0.321133318183751,0.46,0.564,1,0.475408941988632
ZIC3,0.0826145080864922,-0.201621517257222,0.5,0.609,1,0.475408941988632
RARG(var.3),0.0826145080864922,0.288551228544397,0.5,0.373,1,0.475408941988632
IRF4,0.0845870131156007,0.319570649966958,0.5,0.4,1,0.47806767234085
ZNF682,0.0845870131156007,0.290230072716409,0.46,0.409,1,0.47806767234085
ERG,0.0859230589390264,0.2701085769753,0.58,0.455,1,0.480843723716338
